,Marca,Valor
987,Xiaomi Redmi Note 10 Dual 128 Gb Lake Green 6gb Envio Hj 12x,R$1.828
988,LG K10 Novo Dual Sim 32 Gb Preto 2 Gb Ram,"R$349,99"
989,Samsung Galaxy A10s 32gb Preto Bom - Celular Usado,R$729
990,Samsung B350E Dual SIM white 32 MB RAM,"R$259,80"
991, iPhone 12 Pro Max 256 Gb Grafite (novo Lacrado) + Brinde,R$10.200
992,Redmi Note 10 Pro Max 128gb 6gb 108mpx + Nota Fiscal,R$2.099
993,Celular Dl Yc330 Flip Dual Chip Câmera Digital Rádio Lacrado,"R$113,76"
994,Apple iPhone 12 Pro Max (256 Gb) - Grafite,R$11.999
995,Xiaomi Poco F3 5g 128gb 6gb Azul + Pelicula + Capa,R$2.523
996,Smartphone Philco Pcs02p Android 10 Dual Sim 128gb Preto,R$1.499
997,iPhone 11 128 Gb Roxo Lilás Novo Lacrado 1 Ano Garantia Appl,R$5.699
998, Moto G9 Power Dual SIM 64 GB purple 4 GB RAM,R$1.435
999, iPhone 12 Pro 256 Gb Grafite (novo Lacrado) 1 Ano Garantia,R$9.590
1000,Smartphone Xiaomi Redmi 9 (global) 64 Gb Carbon Grey 4 Gb Ra,R$1.176
1001,Moto G7 Play 32gb 3ram Índigo Escuro,R$949
1002,Apple iPhone 12 Pro (256 Gb) - Grafite,R$10.999
1003,Apple iPhone 12 (256 Gb) - Azul,R$9.499
1004,iPhone 7 32gb Preto Promoção Original Vitrine Pouco Usado,R$1.247
1005,Xiaomi Poco X3 Pro Dual Sim 128 Gb Metal Bronze 6 Gb Ram,R$1.828
1006,Celular Nokia Nk007 5.3 128gb Tela 6.5 Octa Core 4gb-carvão,R$1.050
1007,L8star Bm70 32 Mb  Preto 32 Mb Ram,R$150
1008,iPhone 12 128 Gb  Branco Lacrado + 1 Ano De Garantia + Brind,R$7.299
1009, iPhone 8 Plus 64 Gb Dourado - Vitrine,R$2.499
1010,Celular Umidigi Bison 128gb Ip68/ip69k 48mp Pronta Entrega,R$1.478
1011,Apple iPhone 12 Pro Max (128 Gb) - Azul-pacífico,R$10.999
1012,Xiaomi Poco F3 5g Dual Sim 256 Gb Azul 8 Gb Ram Ocean Blue ,R$2.799
1013,Celular Umidigi Bison 128gb  Ip68/ip69k 48mp Pronta Entrega,R$1.548
1014,iPhone 6 16gb Cinza Espacial Muito Bom,R$769
1015,Telefone Celular Bluetooth Smartwatch,"R$121,46"
1016,"Nokia Lumia 930 - Windows Phone 8.1, 32gb 20mp 4g Exposição",R$599
1017,Celular Motorola Moto E4 16gb Dual Chip 2 Ram - Open Box,R$626
1018,Xiaomi Redmi Note 10 Pro 128gb / 6gb Ram Cinza Original Nfe ,R$2.585
1019,Redmi Note 10 Pro Max 128gb 6gb 108mpx + Nota,R$1.939
1020,iPhone 6s 32 Gb Prata/lacrado/original / 1 Ano De Garantia,R$1.655
1021,iPhone  12/128 Gb Várias Cores Lacrado ,R$5.890
1022, iPhone 8 Plus 64gb Cinza Espacial Original Vitrine Garantia,R$2.399
1023,Carregador Universal Drums Original Celular Plug  Carga Nf,"R$20,99"
1024,"Smartphone Nokia 5.4 Roxo 128gb 4gb Ram 6,39pol 48.0mp (uw)",R$1.798
1025,Xiaomi Note 9 128gb Verde 4gb Ram Global + Capa Envio Hoje! ,R$1.572
1026,L8star Bm70 32 Mb Preto 32 Mb Ram Bluetooth,"R$179,90"
1027,Seminovo: Samsung Galaxy S10e 128gb Branco Excelente,R$1.559
1028, iPhone 8  256gb Vitrine + Brinde  12x Sem Juros ,R$1.988
1029,Samsung Galaxy S10e 128gb Branco Excelente,R$1.519
1030,LG K22+ Dual Sim 64 Gb Titan 3 Gb Ram Lacrado Envi Imediato ,R$825
1031,Tecno Spark 6 Go Dual SIM 32 GB azul-aqua 2 GB RAM,"R$749,90"
1032,Smartphone Caterpillar Cat S52 Dual 4/64gb Super Resistente,R$2.029
1033,iPhone X 64gb Semi-novo Original 12x ,R$3.199
1034,Xiaomi Mi 11 Lite 5g 128gb 8gb Ram Sd780g Truffl  Black C/nf,R$2.949
1035,Xiaomi Redmi Note 9T Dual SIM 64 GB nightfall black 4 GB RAM,R$1.477
1036,Xiaomi Redmi 9t - Twilight Blue - (global) 128gb 4gb Ram Nf,R$1.559
1037, iPhone XS 512 GB prateado,R$9.099
1038,iPhone X 256gb Celular Usado Seminovo Excelente C/ Nota ,R$3.379
1039,Samsung Galaxy J6 32gb Preto Bom - Trocafone - Usado,R$589
1040,LG G6 H870 Android 7.0 Quad-core 2.35 Ghz 32gb - Exposição,R$849
1041,Xiaomi Redmi Note 9 128gb - Novo,R$1.568
1042,Under Skin Advanced Care Dual Eyes 2x 10g,"R$226,64"
1043,Xiaomi Redmi 9i Dual Sim 64 Gb Nature Green 4 Gb Ram,"R$964,37"
1044,"LG K10 Novo M250 M250ds - Dual, 32gb, 13mp, 4g - Mostruário",R$749
1045, iPhone 7 256 Gb Preto-fosco,R$1.339
1046,Samsung Galaxy A31 128gb Branco Bom - Celular Usado,R$1.169
1047,Usado: Motorola Moto E6 Play 32gb Cinza Metálico Bom,R$629
1048,Smartphone Xiaomi Poco M3 128 Gb Power Black 4 Gb Ram,R$1.435
1049,Celular Galaxy S9 Plus - 128 Gb - Com Display Desconfigurado,R$1.019
1050,Promoção* Celular Lenovo Vibe K6 Plus K53b36 32gb - Vitrine ,R$663
1051,"Apple iPhone 4 Preto, 8gb - Original Seminovo","R$248,99"
1052,Xiaomi 9a Dual Sim 32 Gb Cinza 2 Gb Ram Envio Hoje ,R$828
1053,Celular Para Idoso Ipro A15 Dual Sim 1.8  Câmera E Radio Fm,R$118
1054,Celular LG B220 Desbloqueado Dual Chip C/ Rádio Fm Lanterna,"R$129,90"
1055,Celular Positivo P30 - Desbloqueado 3g Bluetooth - Usado,"R$99,99"
1056,Celular Barato Motorola Moto C Plus Tv Xt1726 8gb - Vitrine ,R$569
1057,iPhone 7 Plus 128 Gb Preto Seminovo Muito Novo Usado.,R$1.950
1058,Huawei P40 Pro 256 GB deep sea blue 8 GB RAM,R$7.285
1059,Nokia 1208 Azul Desbloqueado ,R$290
1060,Smartphone Motorola Moto G60 128gb Champagne 6gb Ram Xt2135,R$2.323
1061,Xiaomi Poco X3 Dual Sim 128gb 8gb Original Com Nota Global,R$1.772
1062,Multilaser Zapp Dual Sim 512 Mb Preto 256 Mb Ram Comando Voz,"R$245,90"
1063, iPhone 6s 128 Gb Cinza-espacial Exposicao 12 S/ Jurs,R$1.199
1064,Kit Com 5 Mini Celular Fone Bluetooth Bm70 Pronta Entrega,"R$999,90"
1065, Moto G7 Play 32 GB índigo-escuro 2 GB RAM,R$855
1066,LG K22+ Dual Sim 64gb Blue 3 Gb Ram Nf Novo Lacrado Original,R$860
1067,"Samsung Galaxy S21+ Preto, Tela Infinita 6,7 , 128gb -g996bz",R$5.829
1068,Xiaomi Poco M3 Pro 64gb 4ram 5g Pronta Entrega Com Nfe,R$1.535
1069,"iPhone 8 64gb Vitrine Apple Tela 4,7 Igual Zero C/ Nf-e",R$1.998
1070,Xiaomi Poco X3 Pro 256gb 8gb Ram Snap860 Global Frost Blue,R$2.029
1071,Usado: Samsung Galaxy J4 Core Cobre 16gb Bom - Trocafone,R$529
1072,Usado: Samsung Galaxy J8 64gb Preto Bom - Trocafone,R$759
1073,Samsung Galaxy Note20 Ultra 5g 256 Gb Branco,R$4.799
1074,LG K62+ Dual Sim 128 Gb White 4 Gb Ram Otiginal Nf,R$1.200
1075,Cat S52 Dual Sim 64 Gb Preto 4 Gb Ram + Nota,R$2.089
1076,Smartphone Positivo S518 64 Gb 1 Gb Ram Vermelho,R$649
1077,"Celular Motorola Edge 20 128gb 5g 8gb Ram Tela 6,7 Preto",R$3.849
1078,Samsung Galaxy A10s 32gb 2gb Ram,R$699
1079,Usado: Samsung Galaxy J3 Sm-j320m Dourado Bom - Trocafone,R$419
1080,Xiaomi Redmi 9i 128gb 4gb Ram Dual Sim + Nota,R$1.249
1081,LG K9 Tv 16gb Com Apenas 1 Mês De Uso,R$549
1082,Celular Nokia 110 Mp3 Câmera Rádio Fm Tela 1.77  Preto Novo,R$160
1083,Infinix Note 10 Pro 128gb + 8gb De Ram Lacrado,R$1.999
1084,Xiaomi Poco M3 128gb Azul 4gb Ram Global + Capa Envio Hj 12x,R$1.486
1085,Multilaser E Dual Sim 32 Gb Preto 512 Mb Ram,R$391
1086,Lg631-9r - LG 631 9r - Oictmsa0021 - C. I  LG Original !!!,R$45
1087,Celular Multilaser P9098 Zapp Preto Kaios Facebook Whatsapp,"R$219,74"
1088,Xiaomi Redmi Note 10 5g Dual Sim 128gb 4 Gb Ram Nf Original,R$1.689
1089,Motorola Moto Edge Plus 256 Gb 12 Gb Ram Seminovo,R$2.888
1090,Celular Novo Original Nokia 110 Rádio Fm Câmera Dual Chip,"R$151,50"
1091,Celular Para Idoso Flip Vita Dourado P9043 Multilaser,R$209
1092,Celular Para Idosos Positivo P28 Dual Sim Teclas Grande,"R$174,90"
1093,Samsung Galaxy J5 Pro 32gb Dourado Bom - Celular Usado,R$599
1094,Celular Nokia 110 Dual Sim Mp3 Rádio Fm Preto Com Brinde ,R$199
1095,Doogee S97 Pro 128gb + 8gb Ram + Capinha Silicone,R$2.900
1096,Positivo Twist 3 Fit S509c Dual Sim 32 Gb Preto 512 Mb Ram,R$436
1097,Galaxy A01 Core 32 Gb Preto - Cx. Lacrada - Garantia Samsung,R$639
1098,"Smartphone Nokia C2 5,7 Pol. Hd+ 32gb Verde Ciano - Nk011","R$718,90"
1099,Celular Caterpillar Cat S52 64 Gb Preto 4 Gb Ram Orginal,R$1.899
1100,Celular Barato Fly F9 Pro Preto Dual Chip Rádio Fm Whatsapp,"R$209,89"
1101, iPhone 7 32 Gb Prateado (vitrine),R$1.250
1102,"Smartphone Samsung Galaxy A22, 128gb, 4gb Ram,tela De 6.4 ",R$1.499
1103,Xiaomi Redmi Note 9 Dual Sim 64 Gb Preto-ônix 3 Gb Ram,R$1.500
1104,iPhone XS Max 64gb Celular Usado Seminovo Prata Excelente,R$3.839
1105,Xiaomi Poco M3 Pro 5g Dual Sim 128 Gb Power Black 6 Gb Ram,R$1.752
1106,Blackberry Key One Novo Lacrado Nf,R$1.390
1107,Samsung Galaxy S8 Plus 64gb Prata Celular Bom,R$1.099
1108,Xiaomi Redmi Note 10 5g Dual Sim 128gb 4 Gb Ram Nf Original,R$1.689
1109,Celular Do Idoso Positivo Letras Grandes 32gb Sos Preto,"R$749,90"
1110,Celular Nokia 110 Preto Rdio Fm E Leitor Mp3 - Nk006,"R$151,90"
1111,Samsung Galaxy A31 128gb Branco Bom - Celular Usado,R$1.169
1112,iPhone 8 Plus 64gb Apple Exposicao Garantia 12x Sem Juros,R$2.699
1113,Celular Motorola Moto G5s Plus 32gb Dual 3 Ram - Open Box,R$936
1114,Multilaser Vita Dual Sim 32 Mb Preto 24 Mb Ram,R$130
1115,Samsung Galaxy A01 Core 32gb Azul Usado Excelente,R$619
1116,Celular Motorola Moto G30 Dark  Prism 64gb 4 Ram,R$1.399
1117,LG K22+ Dual Sim 64 Gb Titan 3 Gb Ram Lacrado Envi Imediato ,R$825
1118,Samsung Galaxy S4 Mini Duos I9195 8gb Seminovo Cx Original,R$389
1119,Celular iPhone 7 128gb Vitrine Com Garantia Envio Imediato,R$1.599
1120,Celular Multilaser Zapp Whatsapp Dual Chip C/ Rádio Wifi,"R$224,90"
1121,Realme Narzo 30 5g Dual Sim 128gb 4gb Ram Racing Silver,R$1.530
1122,Xiaomi Redmi Note 10 5g Dual Sim 64gb Nighttime Blue 4gb Ram,R$1.530
1123,LG G4 32 GB preto 3 GB RAM,R$1.299
1124,Smartphone Nokia 128gb Dual Chip Tela 6.55 Octa-core 13mp,"R$1.729,90"
1125,Seminovo: Samsung Galaxy S10e 128gb Branco Excelente,R$1.559
1126,Celular Dl Yc330 Flip 2 Chip Câmera Digital Rádio Idoso,R$115
1127,Smartphone Philco Pcs02p Android 10 Dual Sim 128gb Preto,R$1.499
1128,Xiaomi Poco M3 Dual Sim 128 Gb Cool Blue 4 Gb Ram,R$1.550
1129,Asus ZenFone Max Shot ZB634KL Dual SIM 32 GB preto 3 GB RAM,R$954
1130,Celular LG B220a Dual Chip Rádio Fm Desbloqueado Lanterna,"R$118,98"
1131,Motorola Moto G6 32gb Indigo Bom,R$609
1132,iPhone 7 Plus 128 Gb Vitrine Garantia Excelente Cores 12x,R$2.379
1133,iPhone 6s 64gb Apple Exposição Vitrine Novo 12x Promoção ,R$1.459
1134,Positivo P25 Dual SIM 32 MB preto 32 MB RAM,R$106
1135,Celular Samsung Galaxy A10s 32gb Dual Chip Android Tela 6.2 ,R$1.499
1136,Celular Samsung Galaxy J5 16gb Preto Bom Usado,R$429
1137,2x Relógio De Telefone Celular Dz09 Smartwatch Inteligente,"R$175,96"
1138,Celular Motorola G60s 128gb 6gb Ram Octa Core Dual Chip Azul,R$2.499
1139,Xiaomi Redmi 9a Dual Sim 32 Gb Cinza 2 Gb Ram,R$899
1140,Xiaomi Mi 11X Dual SIM 128 GB cosmic black 6 GB RAM,R$2.688
1141,Samsung Galaxy M10 Dual SIM 32 GB azul-oceano 3 GB RAM,R$1.389
1142,Multilaser E Lite 32gb Câmera 5mp/5mp Dual Capa + Película,"R$397,80"
1143,Smartphone Xiaomi Redmi Note 8 Pro 64gb 6.5'' 6gb Global,R$1.998
1144,Xiaomi Redmi 9 Dual Sim 64 Gb Carbon Grey 4 Gb Ram Envio Hj!,R$1.208
1145,Samsung Galaxy A31 128gb Azul Muito Bom - Celular Usado,R$1.209
1146,Samsung Galaxy S6 32 GB ouro-platina 3 GB RAM,R$999
1147,Xiaomi Poco M3 128gb Preto 4gb Ram Global +capa Envio Hj 12x,R$1.433
1148, iPhone 7 32 Gb Ouro Rosa (vitrine),R$1.250
1149,Samsung Galaxy Win 2 Duos Sm-g360m/ds G360 4g - Exposição,R$599
1150,Samsung Galaxy S21+ 5G Dual SIM 256 GB prata 8 GB RAM,R$5.390
1151,Telefone Celular Para Idoso Dual Chip Facil Utilizar Up Play,"R$110,99"
1152,Xiaomi 10t 5g 128gb Preto 6gb Ram Original Lacrado Global,R$3.034
1153,Samsung Galaxy A8+ 64gb Ametista  Muito Bom,R$869
1154,"Celular Umidigi Bison 128 Gb 6gb Resistente A Água, Quedas",R$1.390
1155,Celular P/ Idosos Ipro A25 Dual Tela 2.4 Mp3 Bateria Potente,"R$102,26"
1156,Celular Motorola Moto G60 128gb Dual 6gb Ram Champagne,R$2.799
1157,Mi11 Lite ,R$2.700
1158,Samsung Galaxy J6+ 32gb Prata Muito Bom Usado Seminovo,R$639
1159,Celular Bright 0417 Tela 1.77 Câmera Lanterna Radio Gravador,"R$104,97"
1160,Telefone Simples Idosos Tecla Sos Flip Vita Ouro 2 Chip Foto,R$254
1161, iPhone 8 Plus 64 GB dourado,R$2.550
1162,Positivo P25 Dual Sim 32 Mb Preto 32 Mb Ram Radio Fm Camera,"R$107,99"
1163,Smartphone LG K62 64 Gb Tela 6.6   Vermelho,"R$1.478,90"
1164,Moto G7 Play 32gb 3ram Índigo Escuro,R$949
1165,Samsung Galaxy S10+ 128gb Branco Muito Bom Usado,R$2.069
1166,Xiaomi Redmi Note 8 Dual 128gb Lançamento 2021 Fone+pelic+nf,R$1.500
1167,"Pulseira Para Smart Watch Iwo, Apple Metálica 44mm","R$35,30"
1168,Celular Positivo P50 Para Idoso Tecla Sos Dual Lanterna ,"R$218,25"
1169,Lenovo K5 Pro Dual SIM 64 GB preto 4 GB RAM,R$1.050
1170,Moto G9 Plus Tela 6.8  Dual Sim 128 Gb 4 Gb Ram Mostruario,R$1.599
1171,Multilaser E Lite Dual Sim Dourado  32gb 512mb Ram Original,R$399
1172,Samsung Galaxy A12 Dual SIM 128 GB black 4 GB RAM,R$1.390
1173,Celular Blu Jenny Tv 2 Chips Bluetooth Mp3 Preto Com Azul,"R$199,99"
1174,Celular Smartphone Idoso F31 32gb Tela 6.26- Leitor Digital,"R$797,80"
1175,Realme 6i Dual SIM 128 GB chá-verde 4 GB RAM,R$1.360
1176,Celular Samsung Galaxy A02s Camera Tripla De Tela Infinita D,R$968
1177,Samsung Galaxy S10e 128gb Branco Bom Usado,R$1.429
1178,Celular Vita 3g + Base Carregadora P9091 Pt - Multilaser,R$256
1179,Samsung Galaxy A20s 32gb Azul Bom - Celular Usado,R$819
1180, iPhone 5 16 GB preto/ardósia,R$829
1181,Xiaomi Pocophone Poco X3 Pro Dual Sim 256 Gb Phantom Black ,R$2.070
1182,Xiaomi Mi 10t Lite 5g Original Lacrado Global 128 Gb 6gb Ram,R$2.069
1183,Celular Meu Sn80 Branco 2 Chips Qwerty 1.3mp Bluetooth Wifi,R$85
1184,Samsung Galaxy S10+ 128gb Usado Seminovo Preto Muito Bom,R$2.069
1185,Xiaomi Poco X3 Pro Dual Sim 128 Gb Metal Bronze 6 Gb Ram,R$1.737
1186,iPhone 7 32gb Original Prata Bateria 100% Em 12x Sem Juros,R$1.299
1187,Xiaomi Redmi Note 10s Dual Sim 128gb 6gb Ram Ocean Blue,R$2.054
1188,Celular Para Idosos Samsung Keystone 2 Dual Sim Antena Rural,"R$239,90"
1189,Xiaomi Black Shark 3 Dual SIM 128 GB midnight black 8 GB RAM,R$3.398
1190,Samsung Galaxy S8 G950 - Dual 64gb 4gb Ram 12mp - Mostruário,R$1.899
1191,iPhone 6 64gb Cinza Espacial Bom - Celular Usado,R$989
1192,Usado: Motorola Moto G6 Play 32gb Indigo Muito Bom,R$599
1193,Xiaomi Poco X3 Nfc 64 Gb Cobalt Blue 6 Gb Ram Lacrado + Nfe,R$1.597
1194,Apple iPhone 8 64gb Original Desbloqueado Semi-novo Em 12x,R$1.699
1195,Xiaomi Redmi 9 Dual Sim 64 Gb Carbon Grey 4 Gb Ram,R$1.272
1196,Xiaomi Redmi Note 10 Dual Sim 128 Gb +6 Gb Ram. Envia Hj,R$1.900
1197, iPhone 7 256 Gb Preto-fosco Vitrine + Brinde 12x Sem Juros ,R$1.838
1198,Celular Samsung Galaxy J7 Pro 64gb Dourado Muito Bom Usado,R$809
1199,iPhone 8 Plus 64gb Original/novo Com N F  Pelicula Capinha,R$2.749
1200,Celular Xaomi Redmi Note 8 4ram 64gb Versão Global 2021 Blue,R$1.349
1201,Xiaomi Redmi Note 10s Dual Sim 64 Gb Roxo 6 Gb Ram,R$1.600
1202,Usado: Samsung Galaxy J4+ 32gb Cobre  Bom - Trocafone,R$579
1203,"Samsung Galaxy A7 2017 A720 - Dual, 64gb 16mp 4g Mostruário",R$999
1204,Celular Moto E7 Power 32\2gb Câm.dupla  6.5  - Azul Metálico,R$1.299
1205, iPhone 7 32 Gb  Apple I Vitrine Pronta-entrega Frete Grátis,R$1.397
1206,Samsung Galaxy A50 64gb Preto Bom - Celular Usado,R$1.039
1207,Xiaomi Mi 11 Lite Dual Sim 128gb 6gb Peach Pink - Rosa,R$2.340
1208,Smartphone Motorola Moto E6 Play 32gb,R$859
1209,iPhone 7 32gb Original Vitrine Garantia Nf 12x Sem Juros One,R$1.247
1210,Samsung Galaxy J7 Prime 2 G611 32gb 13mp 4g Wifi - Exposição,R$1.299
1211,Motorola Moto G5s Plus Xt1802 - 32gb Tv 3gb Ram - Exposição,R$829
1212,Doogee S97 Pro 8gb 128gb Silver Black 8500mah 48mpx,R$2.599
1213,Celular Samsung Galaxy A12 A125 Dual 64gb 4gb Ram Branco,R$1.189
1214,"Smartphone Samsung Galaxy A12 Android 6,5 Polegadas 64gb 4gb",R$1.799
1215,iPhone 12 128gb Preto Apple,R$6.270
1216,Smartphone LG K41s 32gb Câmera 13mp+5mp+2mp,R$799
1217,"Smartphone Motorola Moto G100 Luminous Ocean 256gb, 12gb Ram",R$3.299
1218,Xiaomi Redmi Note 10s Dual Sim 64 Gb Cinza 6 Gb Ram+nf,R$1.630
1219,Samsung Galaxy A01 32gb Preto Bom - Celular Usado,R$619
1220,"Celular Samsung Galaxy S21 Dual 5g 6,2' 128gb 8gb Mostruário",R$3.989
1221,Samsung Galaxy J6 Dual SIM 32 GB púrpura 2 GB RAM,R$1.599
1222,iPhone 7 32gb Seminovo-carreg Original/envio Imediato+brinde,R$1.449
1223,Blackview BV5500 Dual SIM 16 GB preto 2 GB RAM,R$1.690
1224,Xiaomi Redmi 9 Dual Sim 64 Gb Carbon Grey 4 Gb Ram,R$1.238
1225,Celular LG K62+ K525bmw Dual 6.5  Hd+ 128gb 4gb Ram Branco,R$1.399
1226,Xiaomi Redmi Note 10 Pro 6gb Ram 128gb Snapd 732g Blue 108mp,R$2.549
1227,Celular Multilaser Up Max Idoso Radio Fm Mp3 Bluetooth Preto,"R$139,90"
1228,Motorola Moto G8 Plus Dual 64 Gb Azul 4 Gb Ram Original Nf,R$1.200
1229,Xiaomi Mi 11 Lite Dual Sim 64gb 6gb Ram 100% Original Com Nf,R$2.101
1230,Xiaomi Redmi Note 10s Dual Sim 128 Gb Branco 6gb Ram Nfe 12x,R$1.748
1231,"LG K4 K130 K130f - 4g, 5mp, Dual Chip, Android - Mostruário","R$499,99"
1232,Celular Telefone Idoso Whatsapp Multilaser Zapp 3g -p9098,R$263
1233, Umidige Bison 6gb Ram 128gb `a Prova D'água Dual Chip 48mp,R$1.499
1234,Usado: LG K12 Plus 32gb Platinum Bom - Trocafone,R$589
1235,Mini Celular Gtstar Bm70 Fone Bluetooth Super Barato,"R$189,90"
1236,Motorola One 64gb Branco Bom - Trocafone - Usado,R$789
1237,"Smartphone Positivo Twist 2 Go S541 Preto Com 8gb, Tela 5 ","R$438,05"
1238,Xiaomi Poco X3 Nfc Shadow Gray 64gb 6 Gb Ram,R$1.499
1239, Moto Z Dual SIM 32 GB preto/prata 4 GB RAM,R$1.190
1240,Celular Motorola E7 Power Tela 6.5 Dual Chip 32gb Mostruário,R$799
1241,Celular LG G360 Dual Sim Preto,"R$286,92"
1242,Smartphone Caterpillar Cat S52 4gb/64gb Lte Dual + Nf,R$2.086
1243,Samsung Galaxy A31 128gb Azul Muito Bom - Celular Usado,R$1.209
1244,Moto G9 Plus 128 GB ouro-rosê 4 GB RAM,R$1.865
1245,Blu Z4 Dual Sim 32 Mb Preto/cinza 32 Mb Ram Radio  Lanterna ,"R$107,99"
1246,Xiaomi Poco X3 Nfc 64gb 6gb Ram 100% Original Com Nfe ,R$1.683
1247,"iPhone 12 64gb Verde, 6,1 , 5g Câmera Dupla 12 Mp -mgj93br/a",R$5.609
1248,Blu Grand Max 8gb-excelente Compra(vem Com Capinha Original),R$499
1249,LG K50S Dual SIM 32 GB aurora black 3 GB RAM,R$1.299
1250,Smartphone Samsung Galaxy Note 20 Ultra Tl6.9 256gb 12gb Ram,R$7.999
1251,"LG K10 K430 K430dsf - 16gb, 13mp 4g, Dual - Exposição",R$699
1252,iPhone 8 Plus 64 Gb Prata - Vitrine - Garantia E Nf,R$2.299
1253,Smartphone Motorola Moto E6s 64gb 4gb Ram,R$997
1254,Celular Abre Fecha Multilaser Flip Vita Lite Botão Sos P9142,"R$219,90"
1255, Apple iPhone 8 64 Gb Gold Original Vitrine 12x Sem Juros,R$1.799
1256, iPhone 7 32 Gb Rose Gold Garantia Vitrine Com Bateria 100%,R$1.147
1257,Lenovo K8 Plus Dual SIM 32 GB venom black 3 GB RAM,R$916
1258,iPhone 7 Plus 128 Gb Original Vitrine 12x S/ Jur,R$2.299
1259,"Smartphone Motorola Moto G100 Luminous Ocean 256gb, 12gb Ram",R$3.299
1260,Xiaomi Redmi 9t 4gb + 128gb Lte Versão Global (twilight Blue,R$1.530
1261,Infinix Zero 8 128gb + 8gb De Ram,R$1.889
1262,Infinix Note 8 Dual Sim 128 Gb Iceland Fantasy 6 Gb Ram,R$1.345
1263,Celular Smartphone Realme C11 Dual Sim Global  Tela 6.5 Pol,R$699
1264,Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Preto,"R$1.160,13"
1265,Celular Samsung Galaxy A32 Camera Quadrupla De 64mp Tela Inf,R$1.547
1266,Celular Samsung Galaxy A8+ 64gb Usado Seminovo Bom,R$839
1267,iPhone XR 64gb Semi Novo Estado De Zero 12x S/juros,R$3.097
1268,Celular Positivo P36 Para Idoso Tecla Sos Rural,R$319
1269,Smartphone Xiaomi Redmi9 Carbon Grey 3gb Ram 32gb Rom Global,R$1.099
1270,Samsung Galaxy Note 16 GB branco-cerâmico 1 GB RAM,R$799
1271,Samsung Galaxy A01 Core 32gb Vermelho Excelente Usado,R$599
1272,Apple iPhone X 256gb 3gb Ram 5.8' 12mpx + 7mpx Lacrado Cinza,R$4.948
1273,Motorola Moto G7 Power 64gb Azul Navy Bom - Trocafone Usado,R$809
1274,iPhone 7 128 Gb Dourado /lacrado/original /1 Ano De Garantia,R$2.520
1275,Umidigi A7S Dual SIM 32 GB blue 2 GB RAM,R$950
1276,Smartphone Multilaser E P9128 32gb Brinde Capa E Película,"R$459,97"
1277,Samsung Galaxy A30s 64gb Branco Bom - Celular Usado,R$959
1278,Celular Xiaomi Poco X3 Pro 8gb/256gb Novo - Pronta Entrega,R$2.039
1279,Xiaomi Redmi Note 9s Dual Sim 128 Gb Azul-aurora 6 Gb Ram Nf,R$2.084
1280,Samsung Galaxy J7 Prime Preto Bom - Celular Usado,R$609
1281,Samsung Galaxy Note 16 GB branco-cerâmico 1 GB RAM,R$799
1282,Celular Desbloqueado Meu Sn66 Tri Chip 3 Chips Barato ,R$70
1283,Celular Do Idoso Dual 32gb Letra Grande Tela 5` Sos Positivo,R$725
1284,"Smartphone Samsung Galaxy Z Flip3, 128gb, 8gb Ram, Tela 6.7",R$6.999
1285,Samsung Galaxy A8 64gb Ametista  Bom - Trocafone - Usado,R$729
1286,Xiaomi Redmi 9 64gb 4gb Ram Global + Nota Fiscal,R$1.185
1287,Samsung Galaxy A30s 64gb Branco Bom - Celular Usado,R$929
1288,Xiaomi Poco M3 64gb 4gb Black,R$1.360
1289,Smartphone Positivo Q20 128gb 4gbram 13mp Tela Grande Barato,R$949
1290,iPhone 8 Plus 64gb Ouro Original,R$3.200
1291,Samsung Galaxy A02 Dual Sim 32 Gb Preto 2 Gb Ram,R$799
1292,Xiaomi Redmi 9 Global 64 Gb 4 Gb Ram Gray Envio Hoje + Capa!,R$1.068
1293,Doogee S86 Pro Dual SIM 128 GB flame red 8 GB RAM,R$1.999
1294,Celular Nokia 110 Preto Rádio Fm E Leitor Mp3 - Nk006,"R$151,90"
1295,"Smartphone Samsung Galaxy M62, 128gb, 8gb Ram, Tela De 6.7 ",R$2.299
1296,Smartphone Xiaomi Redmi 9t 128gb Ocean Green 4gb Ram,R$1.417
1297,Celular Xiaomi Redmi9 Ocean Green 3gb Ram 32gb Rom Lacrado,R$1.099
1298,Samsung Galaxy A10s Dual Sim 32 Gb 2 Gb Ram,R$1.190
1299,Smartphone Motorola Moto E7 Plus 64gb 4g Tela 6.5 Polegadas,R$1.078
1300,Xiaomi Note 9 Dual Sim 64 Gb Preto-ônix 4 Gb Ram Nf,R$1.342
1301,Xiaomi Poco X3 Pro Dual Sim 256 Gb Metal Bronze 8 Gb Ram,R$2.010
1302,iPhone 5 16 Gb Novo Vitrine Original Caixa Barato Brinde 12x,R$889
1303,Positivo Twist Mini S431 8gb Gold Dual Sim Câm 5mpx + Nfe,"R$379,80"
1304,iPhone 7 De 256 Gb Preto /lacrado/original/1 Ano De Garantia,R$2.580
1305,Smartphone Motorola Moto G20 Tela 6.5 64gb 4gbram Android,R$1.283
1306,Smartphone Samsung Galaxy A32 5g 128gb Preto Anatel Lacrado ,R$2.179
1307,Xiaomi Poco F3 5g Dual Sim 256 Gb Azul 8 Gb Ram,R$2.799
